Region,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Greenland,格陵兰,GRL,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,危地马拉,GTM,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,1.157922234,1.122221065,1.045307811,1.173007511,1.003834253,1.395590485,1.373454875,1.45714605,1.266687364,1.025999767,1.696428571,1.118500605,1.141987057,0.910753902,0.898307765,1.231486561,1.271390282,1.372137579,1.181121819,1.306678256,1.316851537,1.889449104,2.025718678,2.035934099,2.190849287,2.007370436,1.667497995,1.750710007,1.869076997,1.80285163,1.728011563,1.268437264,1.472620375,1.267060171,1.178534599,1.080427374,0.895717414,0.742817943,0.720839851,0.67560076,0.918401635,1.052062929,0.762245026,0.815655343,0.479416089,0.383913657,0.431829465,0.398456601,0.425421171,0.390659247,0.410755662,0.414299826,0.445274168,0.463793587,0.418365533,0.395900175,0.423139348,0.363192099,0.352941134
Guam,关岛,GUM,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,圭亚那,GUY,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,1.645962733,2.850574713,6.958105647,8.352601156,6.074582924,3.89084507,3.715012723,3.700265252,3.944896681,5.126556017,4.516348774,4.674705882,8.436863544,5.355855856,3.08608877,2.663766014,1.583736689,0.90582828,0.582892778,0.969692301,0.950952236,1.005936721,0.915520386,0.787830934,0,0,0,1.765977248,2.017945623,2.293286681,2.199716827,2.809324834,2.243542318,1.314883633,1.434891751,1.587459707,1.533188256,1.375436888,1.258127723,1.176457464,1.176035623,1.276563434,1.458481351,1.505432012,1.679493495,1.693258646
High-income country,高收入国家,HIC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,6.75260412,6.723798345,6.792493625,6.386093152,5.872866471,5.536302312,5.960659681,6.443574222,6.300046797,5.819470703,5.131639196,4.596647966,4.337284782,3.928908169,3.928927719,3.824466624,3.632618922,3.745254731,3.562939072,3.582238375,3.670823656,3.963918684,4.558222951,4.311578944,4.290371386,4.348053182,3.962828036,3.823094178,3.565461845,3.481647022,3.384704924,3.081438704,2.978732307,2.817548869,2.612028908,2.389956924,2.327421154,2.334797218,2.295527627,2.211947582,2.212724929,2.238098596,2.349772553,2.433106676,2.449108298,2.471017736,2.448164789,2.425782595,2.526545008,2.777734169,2.738411397,2.648828614,2.580946699,2.471669305,2.39051223,2.38746167,2.305670843,2.278862805,2.278008161
Hong Kong special administrative region of China,中国香港特别行政区,HKG,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,洪都拉斯,HND,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,1.168405365,1.075842697,0.988387097,0.931707317,1.280087527,1.229105211,1.181818182,1.137123746,1.085450346,1.068249258,1.369294606,1.470019342,1.83600713,1.683377309,1.598864711,1.903914591,1.758160237,1.904761905,2.269615587,2.239548023,2.221356196,2.145770527,2.307559842,2.274943126,2.440494125,2.582772359,2.77011947,2.950030102,2.853745541,2.670795433,2.201483609,1.544685546,0,1.157829785,0,0,0,0,0,0,0.72992906,0.822610515,0.809187514,0.998264922,0.682692754,0.641478464,0.692430001,0.776007933,0.953978193,1.074910696,1.074457208,1.131309103,1.146018871,1.601318215,1.548644767,1.682138547,1.6802279,1.743808343,1.712589313
Heavily indebted poor countries (HIPC),重债穷国 (HIPC),HPC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,1.563673521,1.658413506,1.644781831,1.649243264,1.471169512,1.461168309,1.548175356,1.714323108,1.604558681,1.49090922,1.722583589,2.077690095,2.673979125,2.574352316,2.655717334,2.829802037,2.690510863,2.926672361,2.69880499,2.922938121,3.000012581,3.124698286,2.646331693,2.202517415,2.387498227,1.960273904,1.601050315,1.546991918,1.559377392,2.206045996,2.461012111,2.126235624,1.991498329,1.886195789,1.664020773,1.934429107,1.713306004,1.786868053,1.992306347,2.019595783,2.043472115,1.419698959,1.345501833,1.228313381,1.294543416,1.336304248,1.472376056,1.534931334,1.668292815,1.265911406
Croatia,克罗地亚,HRV,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.607386443,10.72675715,11.14817729,9.31501043,8.292011147,8.942492529,6.600219472,4.42962971,3.030055777,2.702773773,2.730633337,2.046298882,1.760143749,1.762328437,1.68580508,1.628430615,1.839137952,1.800450469,1.696921271,1.773184426,1.689382831,1.645433566,1.571746905,1.52172955,1.36022209,1.425587349,1.465054179
Haiti,海地,HTI,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088607367,0.089119409,0.102173248,0.111550388,0.113783289,0.106326028,0.077784781,0.106210123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615198,0.000618763,0.000887538,0.000840816,0.00087532,0.000840337
Hungary,匈牙利,HUN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,4.030075188,3.741685144,3.273657289,3.006993007,3.20784139,3.335405013,3.006239365,2.95532646,3.239637923,3.239044409,3.34257975,3.333760739,3.243306994,3.335936628,3.147675013,4.972429138,3.22373255,3.155577299,3.596223271,2.786162062,2.563538027,2.161469799,2.179653172,1.90656829,1.824134384,1.324727483,1.25906104,1.476684403,1.272164175,1.4336126,1.513100227,1.57012709,1.593773802,1.642621594,1.472723819,1.412028787,1.22300996,1.270258106,1.182210687,1.13008316,1.0317691,1.045637337,1.034186922,0.946637052,0.863635252,0.920159795,1.022709866,1.050167624,1.08207729
Only the IBRD,只有IBRD,IBD,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,2.101040282,2.484316386,2.744204709,2.619404676,2.883352878,2.70517055,2.767297942,2.815832859,2.882565728,3.078533472,3.18314522,2.996409502,2.776307482,3.242846574,3.788333812,3.957516804,3.865206182,3.615459774,3.009098403,2.737068447,3.026296828,3.098695911,3.174827481,2.957237608,3.001525031,3.084414768,3.141401403,0,2.79951339,2.500119661,2.206269582,2.430525443,2.251279772,2.222615939,2.17796882,2.097098033,2.090048677,1.946105349,2.003289405,1.929526313,2.013914988,2.064195583,2.027762563,1.973071478,1.957796946,1.934842854,1.904432008,1.924935704,2.107317031,1.962565139,1.895732884,1.929453758,1.977715682,1.996511779,2.01095464,2.028679994,1.963808234,1.911900381
IBRD and IDA,IBRD与IDA,IBT,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,2.509800097,2.665847335,2.578428631,2.905635539,2.703071366,2.896280513,2.969866651,3.081095419,3.189620663,3.240505958,3.112018382,2.845396557,3.231353161,3.856351571,3.991019394,3.898367921,3.657578237,3.109946685,2.881323629,3.103509506,3.174093359,3.271994725,3.099276805,3.093554793,3.150372842,3.149861518,3.015507259,2.837908983,2.564592123,2.301437605,2.478366072,2.315029378,2.259427734,2.202605473,2.120252234,2.107063961,1.983180832,2.042667162,1.952722159,2.025611779,2.076641122,2.028715982,1.977745268,1.949617952,1.921697542,1.896718686,1.911821217,2.085899274,1.93721486,1.875651273,1.908503266,1.950171476,1.965395813,1.983453452,2.003075869,1.949078979,1.896258003
IDA total,IDA總,IDA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,3.874552555,3.640010277,3.933608537,3.331342592,3.15116425,4.256905437,4.209042571,4.122225525,3.942625232,3.799831283,3.948804507,3.496261623,3.57713731,3.884408069,4.037828998,3.69933294,3.620624019,3.209559906,3.212653285,3.221397941,3.198805115,3.259333425,3.059927318,3.176233458,2.81589529,2.592364567,2.470677027,2.369626819,2.585567161,2.612529503,2.272797966,2.193577842,2.244724554,2.041009716,2.039243906,1.838590682,1.744378365,1.784228304,1.718888971,1.764778978,1.518349507,1.52795028,1.570491968,1.530807816,1.508473871,1.604414701,1.640613389,1.734402614,1.670947906
IDA hybrid,IDA混合,IDB,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.39234567,2.39503196,2.281793195,2.111953845,2.334644216,3.23619021,3.504606805,4.839954851,5.8072595,6.595387066,4.972802396,4.803944935,5.020657289,4.684937158,4.205677994,6.262209653,5.185790911,5.387281472,5.124232559,4.608400768,3.861638522,3.210610585,3.093436902,3.309246839,3.112387221,2.977255675,3.187101049,3.160122573,3.31361282,3.302610707,3.141901995,3.265027337,3.284582815,3.682145898,3.14397668,2.943990748,2.886691567,2.684349269,2.719092198,2.586890526,2.174745928,2.082377531,2.218892904,1.949383988,1.877789541,1.666857376,1.518255443,1.472085947,1.46082736,1.472247498,1.43348463,1.442412659,1.448822247,1.398375642,1.363266616,1.471838076,1.670749179,1.780322576,1.947766299
Indonesia,印度尼西亚,IDN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.705920807,3.492189045,3.421867625,3.206089202,3.163193529,3.020258919,2.917217691,2.884622001,2.90192827,2.39812942,2.285420259,2.170599354,2.009765396,1.72218767,1.530841059,1.389136341,1.41049292,1.324064184,1.356876007,1.223557809,1.266155617,1.226309861,1.264392528,1.497741738,1.019116844,0.810812654,0.684483764,0.572792653,0.700120209,0.909285037,0.945714622,0.750789394,0.716424794,0.774787453,0.63348078,0.612411259,0.617587092,0.653776703,0.711549473,0.918769839,0.777855178,0.886971133,0.790694801,0.804336713,0.716442833
Only the IDA,只有IDA,IDX,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,2.325008767,2.275109279,2.707878955,3.20411841,2.925751142,2.879309402,3.023371457,4.064386473,4.142124716,4.647271263,4.833293848,5.235518658,4.580458127,4.053071591,3.257390329,3.117982084,3.138539576,3.249943437,3.254308653,2.850097609,2.814472635,2.511021082,2.22642048,2.069464752,2.075936832,2.467741144,2.637231946,2.359559399,2.300682536,2.270832561,2.124345137,2.187040049,2.008388552,2.009427646,2.14251438,2.014681948,2.064829969,1.624361891,1.635691847,1.712175149,1.680313277,1.676293184,1.740411244,1.612836162,1.695805834,1.409627966
The isle of man,马恩岛,IMN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,印度,IND,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.004012346,2.074359721,2.745400433,4.025306026,3.81923698,3.871414914,3.572370646,3.223923721,3.245568585,3.140814558,3.18518304,3.652453524,3.717947461,3.158643767,3.202826324,3.534598781,3.477883143,3.162771937,3.126331702,3.261328658,3.13378133,3.186248122,3.345117666,3.32306866,3.416875594,3.569030278,4.106468681,4.231317527,3.728671783,3.534179728,3.14621461,2.909974328,2.704839706,2.823542246,2.664673727,2.578483572,2.472768225,2.647732426,2.727311417,2.957195647,2.948929906,2.924435546,2.82686683,2.677776932,2.828752248,2.754907666,2.52680863,2.342633883,2.550194847,2.89349597,2.707464042,2.651496681,2.537346604,2.472726714,2.496769881,2.40512747,2.506470751,2.509624558,2.419034342
Unclassified country,未分类国家,INX,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,爱尔兰,IRL,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,1.330386743,1.320142085,1.290219976,1.242817134,1.303207865,1.326908055,1.234360458,1.187126848,1.132851299,1.099280371,1.158609296,1.243945132,1.328811011,1.312694901,1.406932356,1.625958967,1.615162499,1.52517744,1.483083547,1.582200567,1.665267012,1.580606618,1.591236948,1.492631233,1.412439425,1.416044204,1.423205265,1.282300247,1.199434153,1.105476119,1.203503284,1.253935313,1.20411855,1.139225149,1.108732591,1.014359388,0.989927159,0.924066127,0.823869516,0.750676499,0.695697742,0.703517156,0.63401372,0.587540936,0.568322292,0.540993179,0.512936298,0.508412566,0.575494191,0.599116232,0.573630559,0.546569535,0.514164819,0.500549108,0.460334316,0.342520357,0.331469027,0.310631929,0.330585082
Iran,伊朗伊斯兰共和国,IRN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.294908833,2.346642182,2.307410877,2.590356964,2.881826748,3.249524904,3.818995368,4.457991761,5.176363591,5.969054196,5.856903291,3.047012478,2.275370278,1.864705419,8.750350248,12.06919291,11.24797233,10.18983015,11.11320509,5.797247028,5.343150185,8.190380823,7.906890638,7.09708065,6.354853844,6.51241844,6.079335975,5.889107789,6.269777621,4.557980493,2.942650125,2.169707967,1.789305444,1.700361202,2.073010005,2.154165885,2.244864511,2.498874725,2.629079248,2.404551738,2.295042222,2.418179297,2.174576366,2.405040265,2.834557805,3.036654498,3.3151938,2.749298689,2.7752572,3.154311696,2.906912607,2.381634543,2.75703583,2.244534791,2.281078729,2.760311749,2.972793279,3.105184169,2.667512061
Iraq,伊拉克,IRQ,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,7.050631859,6.851398869,6.910816619,8.250884643,7.956513894,8.873266564,8.520558376,8.427062374,9.220854004,11.38008475,11.16822612,10.51611103,10.64109237,12.25836203,12.49481942,11.67462212,11.16310017,9.812813426,8.117759415,6.148767876,5.511524667,10.82953444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.675589368,2.242598561,1.897570825,2.239924275,2.367760753,2.899117588,2.70935228,2.30344022,1.899568366,3.315830961,2.950613991,5.346600575,3.482177444,3.838661285,2.726527808
Iceland,冰岛,ISL,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,以色列,ISR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,7.460248312,7.865016263,9.16079196,9.753574116,8.984626962,8.569153776,9.434673367,15.44251447,17.42801472,19.08931699,23.44705632,22.79980348,20.37101884,27.85609265,27.65528644,30.46380279,29.2455931,23.08721334,22.89113498,19.38469319,18.91933663,20.26226862,18.38821008,15.54688868,16.18222892,16.60064353,14.76771288,16.90014495,17.5310187,14.06014637,13.96632742,17.60886782,12.34223757,13.01799594,11.43268981,8.945933635,8.732315908,8.449450406,7.885664164,7.377186379,7.114009583,7.352264637,8.336692195,8.538492373,8.221410876,7.66735178,7.506691952,6.785634562,6.571573736,6.763267474,6.248704112,6.24461574,6.046997605,5.912840578,5.963010915,5.646343373,4.630697701,4.43256389,4.348101264
Italy,意大利,ITA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.713825988,2.573869075,2.633838357,2.753437954,2.727355898,2.747580162,2.988719981,2.76774694,2.648961592,2.422400827,2.058210054,2.238970947,2.391176016,2.195817414,2.070626774,1.975232168,1.828143669,1.890808512,1.879755105,1.873959467,1.763643237,1.821112506,2.005372903,2.01650142,2.008607774,1.93636892,1.977142642,2.060353644,2.072857459,2.02642732,1.880798413,1.858852684,1.751976983,1.786767973,1.71374276,1.467843143,1.588492279,1.626692799,1.644508879,1.683299798,1.741059504,1.679364738,1.706187246,1.708995537,1.68267327,1.605170416,1.525482905,1.451807548,1.540895608,1.558536347,1.506820911,1.486135655,1.4367373,1.406128172,1.287382528,1.210619499,1.339605986,1.366528764,1.332702307
Jamaica,牙买加,JAM,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925307818,0.941001252,0,0,0,1.50794249,1.62772068,1.385989247,1.059731795,0.891059849,0.853933329,0.770446354,0.807990672,0.929262992,0.840785086,0.758524568,1.107838246,0.82190641,0.629920603,0.538709243,0.567656627,0.655054827,0.544947829,0.511051526,0.486319761,0.50435895,0.585431034,0.581596298,0.535969968,0.527663695,0.608922319,0.65245791,0.953358266,0.947214899,0.874213171,0.925445262,0.929816797,0.899595043,0.872889041,0.868420522,0.959172936,0.976691876,1.351956135
Jordan,约旦,JOR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,20.39674466,16.50707744,18.14550042,17.11851278,14.84217596,13.40990453,19.49426112,23.49246231,24.06381857,20.17504488,18.50802644,17.15296198,18.35518474,18.66515837,17.50998668,15.24663677,17.24101458,12.52929538,11.71749276,12.21380261,10.64587859,10.00897356,9.939695142,9.850838161,9.216300284,10.04810913,9.774560256,9.577580589,9.363614696,9.070780953,7.751067583,9.973089562,6.924248719,6.977109417,6.539457019,4.454248505,6.026917517,6.131506209,6.274621651,6.282233221,6.256556426,5.893078535,5.446014467,6.001059482,5.141721289,4.79532279,4.659324009,6.03391737,6.182098133,6.584000837,5.895420846,5.529742849,4.760650366,4.301173731,4.32321001,4.304480412,4.574632228,4.841143745,4.682528726
Japan,日本,JPN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,1.080594889,0.916660202,0.882981584,0.902911616,0.875046122,0.89971399,0.879421011,0.836230313,0.793866529,0.772551017,0.773230313,0.824119314,0.842475302,0.815014489,0.862068323,0.907387057,0.891651108,0.890681062,0.891286374,0.907392111,0.906794213,0.916648153,0.926375567,0.952297427,0.958404159,0.959397914,0.962811252,0.965510913,0.949708859,0.940781036,0.941791766,0.940821904,0.94831244,0.950663825,0.9228718,0.916876617,0.911247076,0.920437898,0.938594775,0.945248337,0.931136156,0.947079856,0.955834672,0.955673906,0.941607638,0.931581653,0.917197038,0.897626654,0.920247843,0.983777357,0.958851325,0.986806293,0.967427083,0.950865861,0.966999334,0.958050431,0.939582603,0.930768157,0.923839536
Kazakhstan,哈萨克斯坦,KAZ,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062620209,0.838731749,1.032421663,1.20199446,1.112939006,1.149738283,0.819607059,0.78464508,0.999817479,0.998337702,1.029927459,0.988239741,1.036321239,0.978998796,1.296876822,1.154669873,1.103033241,1.014415565,0.936513495,1.046906485,1.078084751,1.041692057,1.109721449,0.95884489,0.89409241,0.953875222
Kenya,肯尼亚,KEN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0.206489676,0.58988764,0.990334781,1.133268482,1.304993715,1.218342887,1.080069124,1.057483259,1.227715064,1.541811847,1.659278024,1.777002556,1.878902554,2.484742978,3.740175541,5.199292155,5.501605847,4.515319835,4.225324839,4.572783179,4.195233924,3.476912474,2.375757456,2.50357532,3.133743491,2.945553395,2.740851686,2.888214958,2.35425809,1.900746762,1.837741595,1.641252808,1.646716231,1.417954703,1.340638598,1.220122519,1.186974148,1.313742032,1.504754902,1.632407811,1.650099843,1.614194237,1.690587014,1.45517741,1.547912496,1.615850294,1.561448035,1.5551381,1.54141864,1.66647473,1.561794316,1.332961154,1.323026832,1.323167696,1.287374271,1.220424986
Kyrgyzstan,吉尔吉斯斯坦,KGZ,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852955679,0.825055559,1.090281591,1.790516937,1.547980068,1.763018686,1.590634088,1.851247589,1.882678682,1.454422566,1.615087079,1.696728798,1.683306778,1.614401811,1.665639507,1.338821859,1.18919891,1.433109918,1.611018527,1.394428004,1.627972215,1.622360822,1.713569023,1.752024087,1.765221057,1.668932805,1.573770166
Cambodia,柬埔寨,KHM,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.146850882,1.574245346,1.278203562,1.992453582,2.071375594,2.327896585,3.145933014,1.761289499,3.8423429,3.577310579,3.238454583,3.003361162,2.6620479,2.510029082,2.20981321,1.774810532,1.519617406,1.447518851,1.296742212,1.127579071,1.043100079,0.914612028,0.798217508,1.313128967,1.493096412,1.497788499,1.547041585,1.596573701,1.663039466,1.794982279,1.898582977,2.084627563,2.206471374
Kiribati,基里巴斯,KIR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint kitts and nevis,圣基茨和尼维斯,KNA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,大韩民国,KOR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,7.157548334,6.726149623,6.867196368,4.823859087,4.134439601,4.410474878,4.688873693,4.68514254,4.730641797,4.694394892,4.403346543,4.734988606,5.010068079,4.034732164,4.541445628,4.878716477,5.908155684,6.034939121,6.371450619,5.525876568,6.398772113,6.415857298,6.240894485,5.726813608,5.254535393,5.225531685,4.948256251,4.46860555,4.281215938,4.290235295,4.002304289,3.711127841,3.69027269,3.417894838,3.192752669,2.892332986,2.743479663,2.663387808,2.794442004,2.49257722,2.45731752,2.427877741,2.315474377,2.328664618,2.331064888,2.467282737,2.48836867,2.469638856,2.601476045,2.724770988,2.574250696,2.577345967,2.612982317,2.62798705,2.660766488,2.644758513,2.607881295,2.568843535,2.617343637
Kuwait,科威特,KWT,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,2.392787524,1.892185239,2.038934426,2.524937656,2.957764953,0,0,5.293682132,4.760787992,3.548528126,3.313990974,4.127006677,5.954296749,6.830511261,6.754863813,6.434108527,7.236209879,5.976255415,8.236618742,8.539829203,48.51726727,117.3498232,31.78602445,12.44021918,13.25923878,13.58158131,10.29264847,8.086475871,8.796559793,7.590223879,7.150148657,7.700626085,7.39919407,6.54392425,5.804460886,4.343025942,3.542645786,3.590337779,3.006072721,3.971806323,3.756148142,3.501405502,3.41374158,3.271518381,3.58566529,5.007568172,5.814236321,5.634716395,5.055531776
Latin America and the Caribbean (excluding high income),拉丁美洲与加勒比海地区（不包括高收入）,LAC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.06039022,1.675683288,2.15905859,1.931496294,1.641528923,1.88975099,1.85231237,2.013673595,1.821690208,1.850324308,1.948611035,1.950118117,1.860997356,1.758699736,1.649062811,1.822110606,2.018552432,2.052253615,1.931669748,1.785481604,1.369050128,1.378287514,1.537880712,1.709062617,1.469533679,1.476597588,1.471096277,1.659140997,1.731298297,1.986765676,1.672914376,1.509182188,1.259321594,1.353818421,1.429411797,1.543231395,1.463737405,1.314765766,1.351720664,1.260052162,1.224649749,1.269428365,1.18993337,1.099763604,1.077008325,1.171267427,1.166309193,1.207591931,1.247554356,1.375720742,1.344942319,1.2600876,1.295494657,1.311065414,1.273811323,1.260242868,1.210264739,1.230400259,1.225938761
Lao PDR,老挝,LAO,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67531237,8.107511278,7.522004062,5.834195587,4.186706844,3.839007037,2.594217254,1.057742579,0.791543217,0.717115235,0.583934898,0.492156926,0.433725286,0.392508609,0.343162745,0.312173796,0.273820907,0.217194753,0.204567129,0.212126552,0.199455065,0.189895182,0,0,0,0,0
Lebanon,黎巴嫩,LBN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,3.65625,3.888731195,4.163434187,4.842931937,4.844371636,4.644030668,4.33621044,4.000740878,5.090337785,3.815289314,0,0,12.12490851,4.732284425,8.489601091,10.07174888,12.35714286,9.583333333,9.286451306,13.45562059,10.9687267,6.286976015,5.26383955,1.121846578,1.186578171,0,7.551951343,5.154888674,7.983998316,6.011278768,6.997713166,6.711927989,5.661852427,4.305154639,4.023252256,4.770439292,5.392100304,5.447896245,4.753300903,4.675691109,4.514245069,4.478931727,4.576037849,4.632398404,4.001314491,4.020042001,4.126553124,4.058656606,4.005633462,4.206782066,4.745774516,4.527796095,5.165632446,4.596769661,4.993891316
Liberia,利比里亚,LBR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,1.177496729,1.145194274,1.168582375,1.101878613,0.993485342,1.098731043,1.185944363,1.100244499,0.968992248,0.934291581,0.952380952,1.072565778,1.151560178,1.240936977,1.154649306,1.491751492,3.112817484,5.017941891,4.706096672,2.940483206,2.95430518,2.895362663,2.287212171,2.407781951,0,0,7.183908046,10.13422819,18.98379052,29.72768533,0,0,0,0,0,0,0,0,0,0.543574151,1.188793174,0.518519747,0.370195685,0.360530047,0.630088161,0.654702859,0.861598565,0.869438128,0.770368466,0.721307692,0.726217925,0.700222327,0.728271429,0.76537276
Libya,利比亚,LBY,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,1.592,1.855072464,3.104166667,2.407942238,1.84375,1.857142857,2.914923291,3.360946746,2.855946399,3.762886598,6.072931276,5.322679779,3.709677419,3.984861977,3.291269637,2.253968254,1.968616262,2.463994447,3.799226442,3.220749426,2.922364358,1.755113763,2.240525777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.078026716,5.297441532,3.783860245,3.146863674,2.413507858,2.06923852,2.072048072,2.071074457,1.52811116,1.120335406,0.946677517,1.489851081,0,0,0,3.745603827,7.639284545,15.4795763,0,0,0,0
St. Lucia,圣卢西亚,LCA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
